authors,title,genres,book_id,image_url,year,average_rating
Anonymous,Holy Bible: King James Version,philosophy | christian | spirituality | religion | history | nonfiction | classics,464,https://images.gr-assets.com/books/1313518530m/1923820.jpg,2008,4.43
"Eiichirō Oda, Andy Nakatani","One Piece, Volume 01: Romance Dawn (One Piece, #1)",fiction | comics | young-adult | manga | fantasy | graphic-novels,1321,https://images.gr-assets.com/books/1318523719m/1237398.jpg,2003,4.42
"Hajime Isayama, Sheldon Drzka","Attack on Titan, Vol. 1 (Attack on Titan, #1)",fiction | comics | horror | young-adult | manga | graphic-novels | science-fiction,1183,https://images.gr-assets.com/books/1432712438m/13154150.jpg,2012,4.42
"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",The Hiding Place: The Triumphant True Story of Corrie Ten Boom,christian | memoir | history | nonfiction | classics | biography,513,https://images.gr-assets.com/books/1320418824m/561909.jpg,1984,4.42
"Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 1: Boredom (Death Note, #1)",fiction | comics | horror | young-adult | mystery | fantasy | manga | graphic-novels | thriller,585,https://images.gr-assets.com/books/1419952134m/13615.jpg,2005,4.42
Akira Toriyama,"Dragon Ball, Vol. 1: The Monkey King (Dragon Ball, #1)",fiction | comics | young-adult | fantasy | manga | graphic-novels | humor,3110,https://images.gr-assets.com/books/1442541694m/969275.jpg,2003,4.42
S.C. Stephens,"Reckless (Thoughtless, #3)",young-adult | erotica | music | contemporary | chick-lit | romance,1773,https://images.gr-assets.com/books/1356986017m/13600318.jpg,2013,4.42
Hiro Fujiwara,"Maid-sama! Vol. 01 (Maid-sama!, #1)",comics | young-adult | manga | romance | graphic-novels | humor,2585,http://books.google.com/books/content?id=MDlePAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2009,4.4
"Hiro Mashima, William Flanagan","Fairy Tail, Vol. 1 (Fairy Tail, #1)",fiction | comics | young-adult | manga | fantasy | graphic-novels,1510,http://books.google.com/books/content?id=S7qCngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2008,4.4
Laura Hillenbrand,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",memoir | history | nonfiction | biography,144,https://images.gr-assets.com/books/1327861115m/8664353.jpg,2010,4.4
Andy Weir,The Martian,science-fiction | humor | fiction | thriller,141,https://images.gr-assets.com/books/1413706054m/18007564.jpg,2014,4.39
Shel Silverstein,The Giving Tree,poetry | fiction | young-adult | classics | fantasy,85,https://images.gr-assets.com/books/1174210942m/370493.jpg,2064,4.38
S.C. Stephens,"Effortless (Thoughtless, #2)",young-adult | erotica | music | contemporary | chick-lit | romance,1036,https://images.gr-assets.com/books/1364805648m/15842441.jpg,2013,4.37
"J.K. Rowling, Mary GrandPré","Harry Potter and the Chamber of Secrets (Harry Potter, #2)",classics | fiction | fantasy | young-adult,23,https://images.gr-assets.com/books/1474169725m/15881.jpg,1999,4.37
Edgar Allan Poe,The Complete Stories and Poems,poetry | fiction | horror | mystery | classics | fantasy,512,https://images.gr-assets.com/books/1327942676m/23919.jpg,1984,4.37
"Yana Toboso, Tomo Kimura","Black Butler, Vol. 1 (Black Butler, #1)",fiction | comics | horror | young-adult | fantasy | manga | paranormal | graphic-novels | historical-fiction,1352,https://images.gr-assets.com/books/1336691148m/6690979.jpg,2010,4.37
"Alan Moore, Brian Bolland, Tim Sale",Batman: The Killing Joke,fiction | comics | fantasy | crime | graphic-novels,735,https://images.gr-assets.com/books/1346331835m/96358.jpg,1995,4.36
Markus Zusak,The Book Thief,classics | historical-fiction | fiction | young-adult,47,https://images.gr-assets.com/books/1390053681m/19063.jpg,2006,4.36
Bisco Hatori,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",fiction | comics | young-adult | manga | romance | graphic-novels | humor,810,http://books.google.com/books/content?id=0kn9ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.36
"Patrick Ness, Jim Kay, Siobhan Dowd",A Monster Calls,fiction | young-adult | horror | children | mystery | ebooks | contemporary | fantasy | paranormal | graphic-novels,987,https://images.gr-assets.com/books/1485991317m/8621462.jpg,2011,4.36
"Kazue Kato, John Werry","Blue Exorcist, Vol. 1  (Blue Exorcist, #1)",comics | young-adult | manga | paranormal | fantasy | graphic-novels,2460,https://images.gr-assets.com/books/1432642113m/9876989.jpg,2011,4.36
"Masashi Kishimoto, Katy Bridges","Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",fiction | comics | young-adult | manga | fantasy | graphic-novels,835,https://images.gr-assets.com/books/1435524806m/204042.jpg,2014,4.35
Dr. Seuss,The Lorax,poetry | fiction | young-adult | classics | fantasy,391,https://images.gr-assets.com/books/1327879938m/7784.jpg,1998,4.35
Shel Silverstein,A Light in the Attic,poetry | fiction | young-adult | classics | humor,278,https://images.gr-assets.com/books/1427169918m/30118.jpg,2002,4.34
Khaled Hosseini,A Thousand Splendid Suns,historical-fiction | contemporary | fiction,67,https://images.gr-assets.com/books/1345958969m/128029.jpg,2007,4.34
Cassandra Clare,"City of Glass (The Mortal Instruments, #3)",fiction | young-adult | fantasy | paranormal | romance,134,https://images.gr-assets.com/books/1369452339m/3777732.jpg,2009,4.34
Benjamin Alire Sáenz,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",fiction | young-adult | lgbt | contemporary | romance,1203,https://images.gr-assets.com/books/1328320260m/12000020.jpg,2012,4.34
"Stephen King, Bernie Wrightson",The Stand,fiction | horror | classics | fantasy | science-fiction | thriller,168,https://images.gr-assets.com/books/1213131305m/149267.jpg,1990,4.34
Dr. Seuss,"Oh, The Places You'll Go!",poetry | fiction | young-adult | classics | fantasy | humor,358,https://images.gr-assets.com/books/1421708635m/191139.jpg,1990,4.34
Suzanne Collins,"The Hunger Games (The Hunger Games, #1)",fiction | young-adult | fantasy | romance | science-fiction,1,https://images.gr-assets.com/books/1447303603m/2767052.jpg,2008,4.34
J.R. Ward,"Lover Unbound (Black Dagger Brotherhood, #5)",fiction | erotica | fantasy | paranormal | romance,1336,https://images.gr-assets.com/books/1351276662m/304027.jpg,2007,4.33
Viktor E. Frankl,Man's Search for Meaning,philosophy | spirituality | memoir | history | nonfiction | classics | psychology | biography,472,https://images.gr-assets.com/books/1467136625m/4069.jpg,2006,4.33
Colleen Hoover,"Maybe Someday (Maybe, #1)",fiction | young-adult | music | contemporary | chick-lit | romance,1110,https://images.gr-assets.com/books/1421002815m/24445517.jpg,2014,4.33
"Julia Child, Simone Beck, Louisette Bertholle",Mastering the Art of French Cooking,classics | nonfiction | cookbooks,2459,https://images.gr-assets.com/books/1333577773m/129650.jpg,2001,4.33
Sylvia Day,"Reflected in You (Crossfire, #2)",fiction | erotica | contemporary | chick-lit | romance,334,https://images.gr-assets.com/books/1477802540m/13596809.jpg,2012,4.33
"Eugene Bradley Coco, Ron Dias, J.M. Barrie, Walt Disney Company",Peter Pan (A Little Golden Book),fiction | comics | children | history | classics | fantasy | historical-fiction,2541,http://books.google.com/books/content?id=EK9bRPFH6LEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989,4.32
Daniel James Brown,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,memoir | history | nonfiction | sports | biography,610,https://images.gr-assets.com/books/1354683116m/16158542.jpg,2013,4.32
Kevin Henkes,Chrysanthemum,fiction | children | classics | fantasy | humor,2409,http://books.google.com/books/content?id=c3zdAxrSV48C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,4.31
Suzanne Collins,"Catching Fire (The Hunger Games, #2)",fiction | young-adult | fantasy | romance | science-fiction,17,https://images.gr-assets.com/books/1358273780m/6148028.jpg,2009,4.3
Elle Kennedy,"The Deal (Off-Campus, #1)",contemporary | humor | sports | romance,2178,http://books.google.com/books/content?id=hE1jDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2015,4.3
Atsushi Ohkubo,"Soul Eater, Vol. 01 (Soul Eater, #1)",comics | young-adult | manga | fantasy | graphic-novels,2537,https://images.gr-assets.com/books/1443900841m/6406018.jpg,2009,4.3
"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",The Brothers Karamazov,classics | religion | fiction | philosophy,485,https://images.gr-assets.com/books/1427728126m/4934.jpg,2002,4.3
Orson Scott Card,"Ender's Game (Ender's Saga, #1)",fiction | young-adult | classics | fantasy | science-fiction,70,https://images.gr-assets.com/books/1408303130m/375802.jpg,2004,4.3
"Robert Kirkman, Tony Moore","The Walking Dead, Vol. 01: Days Gone Bye",fiction | comics | horror | fantasy | graphic-novels,502,https://images.gr-assets.com/books/1389233242m/138398.jpg,2013,4.3
J.R. Ward,"Lover Revealed (Black Dagger Brotherhood, #4)",fiction | erotica | fantasy | paranormal | romance,1291,http://books.google.com/books/content?id=PDKAAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.3
"Elie Wiesel, Marion Wiesel",Night (The Night Trilogy #1),memoir | history | nonfiction | classics | biography,87,https://images.gr-assets.com/books/1473495285m/1617.jpg,2006,4.3
"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",Preludes and Nocturnes (The Sandman #1),fiction | comics | horror | fantasy | graphic-novels,766,https://images.gr-assets.com/books/1411609637m/23754.jpg,1998,4.3
Brandon Sanderson,"Shadows of Self (Mistborn, #5)",steampunk | fiction | fantasy | mystery,2792,https://images.gr-assets.com/books/1435053013m/16065004.jpg,2015,4.3
"Dr. Seuss, לאה נאור",Green Eggs and Ham,poetry | fiction | young-adult | classics | fantasy | humor,157,https://images.gr-assets.com/books/1468680100m/23772.jpg,1988,4.29
Stephen King,11/22/63,fiction | horror | mystery | fantasy | science-fiction | historical-fiction | thriller,295,https://images.gr-assets.com/books/1327876792m/10644930.jpg,2011,4.29
"Roald Dahl, Quentin Blake",Matilda,fiction | young-adult | classics | fantasy | humor,184,http://books.google.com/books/content?id=rSE4j-kKv7oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.29
Don Freeman,A Pocket for Corduroy,fiction | young-adult | children | classics | fantasy,2260,http://books.google.com/books/content?id=v_BvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1978,4.29
Shel Silverstein,Where the Sidewalk Ends,poetry | fiction | young-adult | classics | fantasy | humor,50,https://images.gr-assets.com/books/1168052448m/30119.jpg,2002,4.29
Naoko Takeuchi,"Sailor Moon, #1 (Sailor Moon, #1)",fiction | comics | young-adult | manga | fantasy | romance | graphic-novels,2894,https://images.gr-assets.com/books/1327981776m/500503.jpg,2003,4.29
"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",The Little Prince,philosophy | fiction | young-adult | classics | fantasy,80,https://images.gr-assets.com/books/1367545443m/157993.jpg,2000,4.28
Margaret Mitchell,Gone with the Wind,classics | historical-fiction | fiction | romance,66,https://images.gr-assets.com/books/1328025229m/18405.jpg,1999,4.28
"Margaret Wise Brown, Clement Hurd",Goodnight Moon,classics | poetry | fiction | young-adult,339,http://books.google.com/books/content?id=lLYOrikgtJoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.27
Christopher McDougall,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",science | memoir | nonfiction | sports | travel | biography,677,https://images.gr-assets.com/books/1320531983m/6289283.jpg,2009,4.27
Jojo Moyes,"Me Before You (Me Before You, #1)",fiction | young-adult | ebooks | contemporary | chick-lit | romance,112,https://images.gr-assets.com/books/1357108762m/15507958.jpg,2012,4.27
Hanya Yanagihara,A Little Life,lgbt | contemporary | fiction,1198,https://images.gr-assets.com/books/1446469353m/22822858.jpg,2015,4.27
Christopher Moore,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",fiction | religion | fantasy | historical-fiction | humor,743,https://images.gr-assets.com/books/1331419009m/28881.jpg,2004,4.26
"Yoshiki Nakamura, Tomo Kimura","Skip Beat!, Vol. 01",comics | young-adult | manga | romance | graphic-novels | humor,2099,https://images.gr-assets.com/books/1173395297m/282282.jpg,2006,4.26
Rumiko Takahashi,"InuYasha: Turning Back Time (InuYasha, #1)",comics | young-adult | manga | fantasy | romance | graphic-novels | historical-fiction,1828,https://images.gr-assets.com/books/1288648681m/330744.jpg,2003,4.26
Khaled Hosseini,The Kite Runner,classics | historical-fiction | contemporary | fiction,11,https://images.gr-assets.com/books/1484565687m/77203.jpg,2004,4.26
Fannie Flagg,Fried Green Tomatoes at the Whistle Stop Cafe,fiction | lgbt | classics | chick-lit | historical-fiction | humor,409,http://books.google.com/books/content?id=rcuVPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.26
John Green,The Fault in Our Stars,contemporary | fiction | young-adult | romance,6,https://images.gr-assets.com/books/1360206420m/11870085.jpg,2012,4.26
Philip Pullman,His Dark Materials (His Dark Materials #1-3),fiction | young-adult | steampunk | classics | fantasy | science-fiction,937,http://books.google.com/books/content?id=zBFkAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.25
Harper Lee,To Kill a Mockingbird,classics | historical-fiction | fiction | young-adult,4,https://images.gr-assets.com/books/1361975680m/2657.jpg,2006,4.25
William Goldman,The Princess Bride ,fiction | young-adult | classics | fantasy | romance | humor,89,https://images.gr-assets.com/books/1327903636m/21787.jpg,2003,4.25
"Alan Moore, David   Lloyd",V for Vendetta,fiction | comics | classics | fantasy | graphic-novels | science-fiction,365,https://images.gr-assets.com/books/1343668985m/5805.jpg,2005,4.25
Brandon Sanderson,"The Rithmatist (The Rithmatist, #1)",fiction | young-adult | steampunk | mystery | fantasy | science-fiction,3147,http://books.google.com/books/content?id=iABpAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2014,4.25
"Brian K. Vaughan, Fiona Staples","Saga, Vol. 1 (Saga, #1)",fiction | comics | fantasy | romance | graphic-novels | science-fiction,1029,https://images.gr-assets.com/books/1486028947m/15704307.jpg,2012,4.25
Michael   Lewis,Moneyball: The Art of Winning an Unfair Game,science | history | nonfiction | business | sports | biography,1154,http://books.google.com/books/content?id=3DnUCWSnci0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,4.24
Jeannette Walls,The Glass Castle,memoir | contemporary | nonfiction | biography,81,https://images.gr-assets.com/books/1400930557m/7445.jpg,2006,4.24
Abbi Glines,"While It Lasts (Sea Breeze, #3)",fiction | young-adult | contemporary | chick-lit | romance | sports,2776,https://images.gr-assets.com/books/1332261619m/13496738.jpg,2012,4.24
Crockett Johnson,Harold and the Purple Crayon,fiction | young-adult | art | classics | fantasy,888,https://images.gr-assets.com/books/1327390957m/98573.jpg,1996,4.24
Jane Austen,Pride and Prejudice,classics | historical-fiction | fiction | romance,10,https://images.gr-assets.com/books/1320399351m/1885.jpg,2000,4.24
Samantha Young,"On Dublin Street (On Dublin Street, #1)",fiction | erotica | contemporary | chick-lit | romance,796,https://images.gr-assets.com/books/1490401910m/15760001.jpg,2012,4.24
Bryan Lee O'Malley,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",fiction | comics | young-adult | fantasy | manga | romance | graphic-novels | humor,2110,http://books.google.com/books/content?id=ieoWAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.24
Frank E. Peretti,"This Present Darkness (Darkness, #1)",spirituality | christian | fiction | religion | fantasy | thriller,1218,http://books.google.com/books/content?id=eFBOvBvKqE4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.24
"C.S. Lewis, Pauline Baynes","The Chronicles of Narnia (Chronicles of Narnia, #1-7)",christian | fiction | young-adult | classics | fantasy,219,https://images.gr-assets.com/books/1449868701m/11127.jpg,2002,4.24
Veronica Roth,"Divergent (Divergent, #1)",fiction | young-adult | fantasy | romance | science-fiction,12,https://images.gr-assets.com/books/1328559506m/13335037.jpg,2012,4.24
"Karuho Shiina, Tomo Kimura","Kimi ni Todoke: From Me to You, Vol. 1",comics | young-adult | contemporary | manga | romance | graphic-novels,2656,http://books.google.com/books/content?id=VTNWtwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2009,4.23
"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",Batman: Year One,fiction | comics | fantasy | crime | graphic-novels,532,https://images.gr-assets.com/books/1327940389m/59980.jpg,2007,4.23
Jan Brett,The Mitten,fiction | children | classics | fantasy | humor,1632,http://books.google.com/books/content?id=RChaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989,4.23
Brian Selznick,The Invention of Hugo Cabret,fiction | young-adult | mystery | fantasy | graphic-novels | historical-fiction,808,https://images.gr-assets.com/books/1422312376m/9673436.jpg,2007,4.23
Agatha Christie,And Then There Were None,fiction | suspense | mystery | classics | crime | thriller,200,https://images.gr-assets.com/books/1391120695m/16299.jpg,2004,4.23
"Natsuki Takaya, Alethea Nibley, Athena Nibley","Fruits Basket, Vol. 1",fiction | comics | young-adult | manga | fantasy | romance | graphic-novels,803,http://books.google.com/books/content?id=LyTytQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.23
"Marjane Satrapi, Mattias Ripa","Persepolis: The Story of a Childhood (Persepolis, #1)",comics | memoir | history | nonfiction | graphic-novels | biography,828,https://images.gr-assets.com/books/1425871473m/9516.jpg,2004,4.23
Mark Cotta Vaz,Twilight: The Complete Illustrated Movie Companion,fiction | young-adult | fantasy | paranormal | romance,220,https://images.gr-assets.com/books/1352539022m/3609760.jpg,2008,4.23
Tite Kubo,"Bleach, Volume 01",fiction | comics | young-adult | manga | fantasy | paranormal | graphic-novels,720,http://books.google.com/books/content?id=H6YT1otBVgkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.21
Cassandra Clare,"City of Ashes (The Mortal Instruments, #2)",fiction | young-adult | fantasy | paranormal | romance,153,https://images.gr-assets.com/books/1432730356m/1582996.jpg,2008,4.21
Abbi Glines,"Never Too Far (Rosemary Beach, #2; Too Far, #2)",fiction | young-adult | erotica | contemporary | chick-lit | romance,1295,https://images.gr-assets.com/books/1356822956m/17029526.jpg,2013,4.21
Stephen Chbosky,The Perks of Being a Wallflower,fiction | young-adult | lgbt | classics | contemporary | romance,68,https://images.gr-assets.com/books/1167352178m/22628.jpg,1999,4.21
J.R. Ward,"Dark Lover (Black Dagger Brotherhood, #1)",fiction | erotica | fantasy | paranormal | romance,433,https://images.gr-assets.com/books/1429676285m/42899.jpg,2005,4.21
Abbi Glines,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",fiction | young-adult | erotica | contemporary | chick-lit | romance,812,https://images.gr-assets.com/books/1349565157m/16070903.jpg,2012,4.21
"Daphne du Maurier, Sally Beauman",Rebecca,fiction | suspense | mystery | classics | romance | historical-fiction | thriller,270,https://images.gr-assets.com/books/1327871977m/12873.jpg,2013,4.2
Laura Hillenbrand,Seabiscuit: An American Legend,history | nonfiction | sports | biography,767,https://images.gr-assets.com/books/1171644213m/110737.jpg,2003,4.2
Joe Simpson,Touching the Void: The True Story of One Man's Miraculous Survival,memoir | nonfiction | sports | travel | biography,2436,http://books.google.com/books/content?id=X_Z9aSqA4lAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.2
Douglas Adams,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",fiction | classics | fantasy | science-fiction | humor,54,https://images.gr-assets.com/books/1327656754m/11.jpg,2007,4.2
Liane Moriarty,Big Little Lies,fiction | suspense | mystery | ebooks | contemporary | romance | chick-lit | crime | humor | thriller,262,https://images.gr-assets.com/books/1492239430m/19486412.jpg,2014,4.2
Chuck Palahniuk,Fight Club,philosophy | fiction | horror | suspense | mystery | classics | contemporary | ebooks | crime | psychology | humor | thriller,196,https://images.gr-assets.com/books/1357128997m/5759.jpg,2005,4.2
Simms Taback,There Was an Old Lady Who Swallowed a Fly,poetry | fiction | children | music | classics | fantasy | humor,2438,https://images.gr-assets.com/books/1172674507m/205330.jpg,1997,4.2
Brandon Sanderson,"The Alloy of Law (Mistborn, #4)",science-fiction | fiction | fantasy | steampunk,1200,http://books.google.com/books/content?id=34fV6RKOFpQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2011,4.2
"Stieg Larsson, Reg Keeland","The Girl Who Kicked the Hornet's Nest (Millennium, #3)",fiction | suspense | mystery | contemporary | crime | thriller,140,https://images.gr-assets.com/books/1327708260m/6892870.jpg,2010,4.2
Sylvia Day,"Entwined with You (Crossfire, #3)",fiction | erotica | contemporary | chick-lit | romance,676,https://images.gr-assets.com/books/1362526983m/15731779.jpg,2013,4.19
Rainbow Rowell,Carry On,fiction | young-adult | lgbt | fantasy | romance,1671,https://images.gr-assets.com/books/1429810397m/23734628.jpg,2017,4.19
Raina Telgemeier,Smile,fiction | comics | young-adult | graphic-novels | humor,845,https://images.gr-assets.com/books/1438206850m/6393631.jpg,2010,4.19
Neal Stephenson,"The Diamond Age: or, A Young Lady's Illustrated Primer",science-fiction | fiction | fantasy | steampunk,1519,http://books.google.com/books/content?id=Xg4izgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.19
Maya Angelou,I Know Why the Caged Bird Sings,poetry | memoir | nonfiction | classics | biography,317,https://images.gr-assets.com/books/1327957927m/13214.jpg,1993,4.19
C.S. Lewis,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",christian | fiction | young-adult | classics | fantasy,37,https://images.gr-assets.com/books/1353029077m/100915.jpg,2005,4.19
Sylvia Day,"Bared to You (Crossfire, #1)",fiction | erotica | contemporary | chick-lit | romance,218,https://images.gr-assets.com/books/1477803272m/13572249.jpg,2014,4.19
Bill Bryson,A Short History of Nearly Everything,philosophy | science | history | nonfiction | humor,374,http://books.google.com/books/content?id=YjAnfhsAQ8wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.19
Frank Herbert,Dune (Dune Chronicles #1),fiction | science | young-adult | religion | classics | ebooks | fantasy,126,https://images.gr-assets.com/books/1434908555m/234225.jpg,2006,4.19
Bryan Lee O'Malley,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",fiction | comics | young-adult | fantasy | manga | romance | graphic-novels | humor,753,http://books.google.com/books/content?id=dX1QAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.18
Ken Kesey,One Flew Over the Cuckoo's Nest,classics | contemporary | fiction | psychology,129,https://images.gr-assets.com/books/1485308778m/332613.jpg,2063,4.18
"Fyodor Dostoyevsky, David McDuff",Crime and Punishment,classics | fiction | philosophy | crime,177,https://images.gr-assets.com/books/1382846449m/7144.jpg,2002,4.18
"Andre Agassi, J.R. Moehringer",Open,memoir | sports | nonfiction | biography,1615,https://images.gr-assets.com/books/1320520930m/6480781.jpg,2009,4.18
Stephen King,It,fiction | horror | mystery | classics | fantasy | paranormal | thriller,176,https://images.gr-assets.com/books/1309376909m/18342.jpg,1987,4.18
Neil Gaiman,Neverwhere,fiction | young-adult | horror | fantasy | science-fiction,322,https://images.gr-assets.com/books/1348747943m/14497.jpg,2003,4.18
Nicole  Williams,"Clash (Crash, #2)",fiction | young-adult | contemporary | chick-lit | romance | sports,3434,https://images.gr-assets.com/books/1345393364m/15835685.jpg,2012,4.17
Alice Walker,The Color Purple,fiction | lgbt | history | classics | contemporary | ebooks | romance | historical-fiction,198,http://books.google.com/books/content?id=kCIGPi0G49cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,4.17
"David Cote, Stephen Schwartz, Joan Marcus, Winnie Holzman",Wicked: The Grimmerie,fiction | fantasy | music,1884,http://books.google.com/books/content?id=GOIHAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.17
Wally Lamb,I Know This Much Is True,psychology | contemporary | fiction,304,https://images.gr-assets.com/books/1373532198m/227711.jpg,1999,4.17
Allie Brosh,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",comics | memoir | nonfiction | graphic-novels | humor | biography,721,https://images.gr-assets.com/books/1409522492m/17571564.jpg,2013,4.17
Michael Chabon,The Amazing Adventures of Kavalier and Clay,historical-fiction | contemporary | fiction | comics,516,https://images.gr-assets.com/books/1479660066m/3985.jpg,2001,4.17
Napoleon Hill,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,business | philosophy | psychology | nonfiction,680,http://books.google.com/books/content?id=HO-cnF0abjgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2016,4.17
Stephen King,The Shining (The Shining #1),fiction | horror | suspense | mystery | classics | fantasy | paranormal | thriller,72,https://images.gr-assets.com/books/1353277730m/11588.jpg,1980,4.17
