authors,title,genres,book_id,image_url,year,average_rating
Tina Fey,Bossypants,memoir | humor | nonfiction | biography,106,https://images.gr-assets.com/books/1481509554m/9418327.jpg,2011,3.94
Sophie Kinsella,"Confessions of a Shopaholic (Shopaholic, #1)",fiction | young-adult | contemporary | chick-lit | romance | humor,108,https://images.gr-assets.com/books/1327872404m/9416.jpg,2003,3.61
"Victor Hugo, Lee Fahnestock, Norman MacAfee",Les Misérables,classics | historical-fiction | fiction | romance,109,https://images.gr-assets.com/books/1411852091m/24280.jpg,1987,4.14
George R.R. Martin,"A Clash of Kings  (A Song of Ice and Fire, #2)",fiction | fantasy,110,https://images.gr-assets.com/books/1358254974m/10572.jpg,2002,4.4
Kim Edwards,The Memory Keeper's Daughter,historical-fiction | contemporary | fiction | chick-lit,111,http://books.google.com/books/content?id=kyTaCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.64
Joseph Heller,Catch-22,classics | historical-fiction | humor | fiction,113,https://images.gr-assets.com/books/1463157317m/168668.jpg,2004,3.98
"Mitch Albom, Saulius Dagys",Tuesdays with Morrie,philosophy | memoir | nonfiction | classics | contemporary | biography,114,https://images.gr-assets.com/books/1423763749m/6900.jpg,2000,4.06
Jeffrey Eugenides,Middlesex,fiction | lgbt | classics | contemporary | historical-fiction,115,https://images.gr-assets.com/books/1437029776m/2187.jpg,2003,3.98
"Mark Twain, Guy Cardwell, John Seelye",The Adventures of Tom Sawyer,classics | historical-fiction | fiction | young-adult,116,https://images.gr-assets.com/books/1404811979m/24583.jpg,2006,3.89
Amy Tan,The Joy Luck Club,classics | historical-fiction | contemporary | fiction,118,https://images.gr-assets.com/books/1304978653m/7763.jpg,2006,3.9
Margaret Atwood,The Handmaid's Tale,classics | science-fiction | fiction | fantasy,119,https://images.gr-assets.com/books/1498057733m/38447.jpg,1998,4.06
Ann Brashares,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",fiction | young-adult | contemporary | chick-lit | romance,120,https://images.gr-assets.com/books/1461611233m/452306.jpg,2001,3.75
"Vladimir Nabokov, Craig Raine",Lolita,classics | fiction | romance,121,https://images.gr-assets.com/books/1377756377m/7604.jpg,1995,3.88
"Gregory Maguire, Douglas Smith","Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",classics | fiction | fantasy,122,https://images.gr-assets.com/books/1437733293m/37442.jpg,2000,3.52
"William Shakespeare, Richard Andrews, Rex Gibson",Hamlet,classics | poetry | fiction,125,https://images.gr-assets.com/books/1351051208m/1420.jpg,2005,4.0
Walter Isaacson,Steve Jobs,memoir | history | nonfiction | business | biography,128,https://images.gr-assets.com/books/1327861368m/11084145.jpg,2011,4.09
Ken Kesey,One Flew Over the Cuckoo's Nest,classics | contemporary | fiction | psychology,129,https://images.gr-assets.com/books/1485308778m/332613.jpg,2063,4.18
Ernest Hemingway,The Old Man and the Sea,classics | fiction,130,https://images.gr-assets.com/books/1329189714m/2165.jpg,1996,3.73
John Steinbeck,The Grapes of Wrath,classics | historical-fiction | fiction,131,https://images.gr-assets.com/books/1352912927m/4395.jpg,2014,3.92
Mitch Albom,The Five People You Meet in Heaven,philosophy | spirituality | fiction | classics | contemporary | fantasy,132,http://books.google.com/books/content?id=eH9lPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.9
L.M. Montgomery,"Anne of Green Gables (Anne of Green Gables, #1)",classics | historical-fiction | fiction | young-adult,133,http://books.google.com/books/content?id=_zkAwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.23
Cassandra Clare,"City of Glass (The Mortal Instruments, #3)",fiction | young-adult | fantasy | paranormal | romance,134,https://images.gr-assets.com/books/1369452339m/3777732.jpg,2009,4.34
Rebecca Wells,Divine Secrets of the Ya-Ya Sisterhood,fiction | contemporary | chick-lit | historical-fiction | humor,136,https://images.gr-assets.com/books/1408313524m/137791.jpg,2004,3.79
Diana Gabaldon,"Outlander (Outlander, #1)",historical-fiction | fiction | fantasy | romance,137,https://images.gr-assets.com/books/1402600310m/10964.jpg,2005,4.2
"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",The Scarlet Letter,classics | historical-fiction | fiction,138,https://images.gr-assets.com/books/1404810944m/12296.jpg,2003,3.37
Ransom Riggs,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",fiction | young-adult | horror | mystery | fantasy | paranormal | historical-fiction,139,https://images.gr-assets.com/books/1472782916m/9460487.jpg,2011,3.89
"Stieg Larsson, Reg Keeland","The Girl Who Kicked the Hornet's Nest (Millennium, #3)",fiction | suspense | mystery | contemporary | crime | thriller,140,https://images.gr-assets.com/books/1327708260m/6892870.jpg,2010,4.2
Andy Weir,The Martian,science-fiction | humor | fiction | thriller,141,https://images.gr-assets.com/books/1413706054m/18007564.jpg,2014,4.39
Ken Follett,"The Pillars of the Earth (The Kingsbridge Series, #1)",classics | historical-fiction | fiction | fantasy,142,http://books.google.com/books/content?id=HdTZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.29
Anthony Doerr,All the Light We Cannot See,historical-fiction | fiction,143,https://images.gr-assets.com/books/1451445646m/18143977.jpg,2014,4.31
Laura Hillenbrand,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",memoir | history | nonfiction | biography,144,https://images.gr-assets.com/books/1327861115m/8664353.jpg,2010,4.4
Dan Brown,Deception Point,fiction | suspense | mystery | crime | science-fiction | thriller,145,http://books.google.com/books/content?id=3MRDSDflO7MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.67
Donna Tartt,The Goldfinch,art | contemporary | fiction | mystery,146,https://images.gr-assets.com/books/1451554970m/17333223.jpg,2013,3.87
Tracy Chevalier,Girl with a Pearl Earring,fiction | art | classics | romance | historical-fiction,148,https://images.gr-assets.com/books/1327197580m/2865.jpg,2005,3.85
Gayle Forman,"If I Stay (If I Stay, #1)",fiction | young-adult | music | contemporary | romance,149,https://images.gr-assets.com/books/1347462970m/4374400.jpg,2009,3.96
Anita Diamant,The Red Tent,historical-fiction | religion | fiction,150,http://books.google.com/books/content?id=Saqfl3hXqfEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.16
Rick Riordan,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",fiction | fantasy | young-adult,151,https://images.gr-assets.com/books/1400602661m/28186.jpg,2006,4.23
Cassandra Clare,"City of Ashes (The Mortal Instruments, #2)",fiction | young-adult | fantasy | paranormal | romance,153,https://images.gr-assets.com/books/1432730356m/1582996.jpg,2008,4.21
William Shakespeare,Macbeth,classics | poetry | fiction,154,https://images.gr-assets.com/books/1459795224m/8852.jpg,2013,3.88
J.R.R. Tolkien,"The Two Towers (The Lord of the Rings, #2)",classics | fiction | fantasy,155,https://images.gr-assets.com/books/1298415523m/15241.jpg,2003,4.42
Emily Giffin,"Something Borrowed (Darcy and Rachel, #1)",contemporary | fiction | chick-lit | romance,156,https://images.gr-assets.com/books/1305063535m/42156.jpg,2004,3.83
"Dr. Seuss, לאה נאור",Green Eggs and Ham,poetry | fiction | young-adult | classics | fantasy | humor,157,https://images.gr-assets.com/books/1468680100m/23772.jpg,1988,4.29
"Roald Dahl, Quentin Blake","Charlie and the Chocolate Factory (Charlie Bucket, #1)",fiction | young-adult | classics | fantasy | humor,158,https://images.gr-assets.com/books/1309211401m/6310.jpg,2005,4.1
Rick Riordan,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",fiction | fantasy | young-adult,159,https://images.gr-assets.com/books/1443142158m/2120932.jpg,2008,4.39
Charles Dickens,Great Expectations,classics | historical-fiction | fiction,160,https://images.gr-assets.com/books/1327920219m/2623.jpg,1998,3.75
"Albert Camus, Matthew    Ward",The Stranger,classics | fiction | philosophy,162,https://images.gr-assets.com/books/1349927872m/49552.jpg,1989,3.96
Rainbow Rowell,Eleanor and Park,contemporary | fiction | young-adult | romance,164,https://images.gr-assets.com/books/1341952742m/15745753.jpg,2013,4.11
George R.R. Martin,"A Feast for Crows (A Song of Ice and Fire, #4)",fiction | fantasy,165,https://images.gr-assets.com/books/1429538615m/13497.jpg,2011,4.1
Ally Condie,"Matched (Matched, #1)",fiction | young-adult | fantasy | romance | science-fiction,166,https://images.gr-assets.com/books/1367706191m/7735333.jpg,2010,3.68
"Stephen King, Bernie Wrightson",The Stand,fiction | horror | classics | fantasy | science-fiction | thriller,168,https://images.gr-assets.com/books/1213131305m/149267.jpg,1990,4.34
Nicholas Sparks,The Last Song,fiction | young-adult | contemporary | chick-lit | romance,169,https://images.gr-assets.com/books/1286549186m/6400090.jpg,2009,4.14
Dan Brown,Digital Fortress,fiction | suspense | mystery | crime | science-fiction | thriller,170,https://images.gr-assets.com/books/1360095966m/11125.jpg,2004,3.6
"Jane Austen, Fiona Stafford",Emma,classics | historical-fiction | fiction | romance,171,https://images.gr-assets.com/books/1373627931m/6969.jpg,2003,3.99
"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",Anna Karenina,classics | historical-fiction | fiction | romance,172,https://images.gr-assets.com/books/1352422904m/15823480.jpg,2012,4.02
Stephen King,It,fiction | horror | mystery | classics | fantasy | paranormal | thriller,176,https://images.gr-assets.com/books/1309376909m/18342.jpg,1987,4.18
"Fyodor Dostoyevsky, David McDuff",Crime and Punishment,classics | fiction | philosophy | crime,177,https://images.gr-assets.com/books/1382846449m/7144.jpg,2002,4.18
Sylvia Plath,The Bell Jar,classics | poetry | fiction | psychology,178,https://images.gr-assets.com/books/1473890514m/6514.jpg,2006,3.98
Frank McCourt,"Angela's Ashes (Frank McCourt, #1)",memoir | history | nonfiction | classics | biography,179,http://books.google.com/books/content?id=5KBImUDYq2QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.07
"Hermann Hesse, Hilda Rosner",Siddhartha,philosophy | spirituality | fiction | religion | classics | historical-fiction,180,https://images.gr-assets.com/books/1428715580m/52036.jpg,1981,3.99
Truman Capote,In Cold Blood,history | nonfiction | mystery | classics | crime | thriller | biography,181,https://images.gr-assets.com/books/1424931136m/168642.jpg,1994,4.05
"Roald Dahl, Quentin Blake",Matilda,fiction | young-adult | classics | fantasy | humor,184,http://books.google.com/books/content?id=rSE4j-kKv7oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.29
Erin Morgenstern,The Night Circus,fiction | young-adult | fantasy | romance | historical-fiction,185,https://images.gr-assets.com/books/1387124618m/9361589.jpg,2011,4.03
Philippa Gregory,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",historical-fiction | fiction | chick-lit | romance,186,https://images.gr-assets.com/books/1355932638m/37470.jpg,2003,4.04
Scott Westerfeld,"Uglies (Uglies, #1)",fiction | young-adult | fantasy | romance | science-fiction,187,https://images.gr-assets.com/books/1443904172m/24770.jpg,2005,3.86
George R.R. Martin,"A Dance with Dragons (A Song of Ice and Fire, #5)",fiction | fantasy,188,https://images.gr-assets.com/books/1327885335m/10664113.jpg,2011,4.31
J.R.R. Tolkien,"The Lord of the Rings (The Lord of the Rings, #1-3)",classics | fiction | fantasy | young-adult,189,https://images.gr-assets.com/books/1411114164m/33.jpg,2005,4.47
Cheryl Strayed,Wild: From Lost to Found on the Pacific Crest Trail,memoir | travel | nonfiction | biography,190,https://images.gr-assets.com/books/1453189881m/12262741.jpg,2012,3.96
Patrick Rothfuss,"The Name of the Wind (The Kingkiller Chronicle, #1)",fiction | fantasy,192,https://images.gr-assets.com/books/1472068073m/186074.jpg,2007,4.55
"Herman Melville, Andrew Delbanco, Tom Quirk","Moby-Dick or, The Whale",classics | historical-fiction | fiction,194,https://images.gr-assets.com/books/1327940656m/153747.jpg,2003,3.46
Charlaine Harris,"Dead Until Dark (Sookie Stackhouse, #1)",fiction | horror | mystery | fantasy | paranormal | romance,197,https://images.gr-assets.com/books/1468560853m/301082.jpg,2001,3.96
John Grogan,Marley and Me: Life and Love With the World's Worst Dog,memoir | nonfiction | contemporary | humor | biography,199,https://images.gr-assets.com/books/1308858322m/12691.jpg,2005,4.12
Agatha Christie,And Then There Were None,fiction | suspense | mystery | classics | crime | thriller,200,https://images.gr-assets.com/books/1391120695m/16299.jpg,2004,4.23
Dan Brown,"The Lost Symbol (Robert Langdon, #3)",fiction | suspense | mystery | crime | historical-fiction | thriller,201,https://images.gr-assets.com/books/1358274396m/6411961.jpg,2009,3.66
Becca Fitzpatrick,"Hush, Hush (Hush, Hush, #1)",fiction | young-adult | fantasy | paranormal | romance,202,https://images.gr-assets.com/books/1358261334m/6339664.jpg,2009,4.0
Jamie McGuire,"Beautiful Disaster (Beautiful, #1)",fiction | young-adult | contemporary | chick-lit | romance,203,https://images.gr-assets.com/books/1358259032m/11505797.jpg,2011,4.15
Charles Dickens,A Christmas Carol,classics | historical-fiction | fiction | fantasy,204,https://images.gr-assets.com/books/1406512317m/5326.jpg,1999,4.02
Anne Rice,"Interview with the Vampire (The Vampire Chronicles, #1)",fiction | horror | classics | fantasy | paranormal | historical-fiction,205,https://images.gr-assets.com/books/1380631642m/43763.jpg,2004,3.97
Kiera Cass,"The Selection (The Selection, #1)",fiction | young-adult | fantasy | chick-lit | romance | science-fiction,206,https://images.gr-assets.com/books/1322103400m/10507293.jpg,2012,4.15
