user_id,book_id
6488,329
5567,5774
5567,2190
2888,56
4735,494
5917,7520
5917,395
1321,249
6329,1232
6329,1267
6329,1627
6329,1694
6329,1606
6329,2021
6329,1021
6329,784
6329,78
6329,3788
6329,73
6294,1316
6063,3055
5624,2247
5624,848
6931,1873
6488,659
6488,690
7005,92
7005,2703
7005,779
2218,642
1429,265
4934,2027
6006,1567
7065,8163
4934,122
6249,1949
6397,4317
6006,606
6006,800
2477,467
6634,8654
2649,195
3241,5707
3087,1936
3087,325
3087,1021
3087,256
3087,2013
3087,131
4735,3641
4735,2643
5912,1581
7410,736
2331,3650
6132,57
6132,659
6132,187
6808,46
7001,1300
5567,329
5567,642
5567,509
5567,6049
589,526
589,3171
589,4633
2649,1796
3122,165
7585,3021
7585,3788
7585,574
7585,2044
2218,1011
6006,674
6006,4842
5950,2809
3426,2280
7585,362
589,2900
3580,1655
7585,36
7678,550
7674,5514
7674,117
7674,642
7674,199
7674,35
7674,94
7674,1238
7674,67
7674,11
7001,100
7001,150
7001,372
7001,534
7001,189
7001,59
7001,544
7848,2440
7848,2259
7848,476
7848,323
7848,637
7848,1574
7848,1704
7848,4202
7848,4994
7848,587
7848,574
7848,1873
7840,67
7840,2192
7848,3933
7848,282
3580,5089
3580,792
7867,1964
7867,2382
7867,3278
7867,2299
7867,3298
7867,6578
7867,126
7867,3960
7867,9577
7867,2669
7867,4004
7867,11
7867,424
7867,271
7867,167
7867,1845
7867,1574
7674,5112
7674,4849
6715,3071
2469,1552
2469,195
6397,1166
7674,2182
6294,122
7976,222
7976,367
7976,127
7976,272
7976,126
7976,371
7976,442
7976,400
7976,276
7976,310
7976,777
7976,1111
7976,156
7979,508
7979,43
3922,7755
3922,8782
7994,36
7994,45
7994,9722
7994,479
7994,1999
7994,1910
7994,2336
7994,1384
7994,3128
7994,8366
7994,1566
7994,6787
7999,840
5912,54
5912,103
5912,70
5912,297
5912,897
5912,369
5912,403
8028,97
8028,255
7674,6645
7674,3124
7065,1914
7065,217
7842,159
7065,289
7999,7950
7999,642
7999,516
7999,682
7999,5254
7999,223
7999,5201
4735,3590
7678,3808
3969,3021
8167,1432
8188,35
8188,40
8188,111
8188,261
8188,82
8188,25
8188,27
8188,122
8188,81
8188,332
8188,505
8188,1582
8189,85
8189,101
8189,83
8189,79
8189,11
8189,48
8189,228
4795,2440
951,4605
2218,869
2218,8261
8139,538
5379,3585
5379,4996
5100,273
5100,417
5100,47
8278,55
7260,4078
1585,5292
1585,2000
1585,657
1585,4110
1585,3889
1585,73
1585,4686
8302,100
3314,188
3314,5221
6567,119
6567,38
8334,111
8334,1111
8334,953
1634,4885
7678,941
8345,2063
8345,4722
8345,2451
8345,9857
8345,6818
8352,498
8352,650
8352,984
8352,4716
8352,3400
8352,2798
8352,3808
8352,2982
8334,217
8334,6156
8334,1318
8334,605
8334,1096
8090,2259
8334,1021
8334,1053
8334,5568
8334,708
8334,2618
8334,2967
3922,2013
4735,142
8388,1138
8388,1096
8410,32
8410,65
8410,35
8410,83
8410,194
8410,109
8410,40
8410,209
8410,82
8410,131
8410,225
8410,255
8410,264
8410,229
8410,498
8410,9946
8410,614
8460,6612
8460,284
8370,1843
8484,10
8484,76
8484,346
8484,46
8484,129
8484,378
5885,174
5885,597
5885,270
4735,642
7004,1986
8454,97
8454,1434
8454,503
8454,3126
8454,5527
8519,959
8526,1547
8526,1655
8526,3643
8526,3007
8570,40
8570,16
8570,118
1321,1316
3739,6327
5629,4202
8612,1663
8612,476
2665,142
8340,101
8340,1892
8340,7664
8340,2187
8340,1703
8340,1529
8340,1444
8340,5911
8340,3828
8340,2701
8340,8516
8626,5392
8570,1055
8570,2004
8570,1613
3246,40
5379,7952
4735,287
8696,1764
8302,1
8302,45
8302,727
1339,1715
8710,3268
8710,231
7678,3364
7678,467
8710,870
8710,1843
4061,943
4061,325
7868,1039
8403,1689
1354,38
1354,727
1354,688
1354,271
8749,9188
7278,6220
5950,4202
3005,8489
6323,87
6323,45
6323,808
6323,8412
8710,16
8352,40
8828,4
8828,8
8828,194
8828,71
8828,121
8828,222
8828,82
1185,658
8833,815
8833,104
8278,43
8278,177
8278,109
8278,131
8278,225
8278,83
8278,229
8278,597
8278,498
8278,173
1037,1238
8626,2284
8626,1238
8626,3954
8626,467
5629,690
2900,761
8959,1645
8805,1
8805,68
8805,550
3005,261
1321,8747
7065,597
7065,194
7065,63
7065,7842
5909,225
9057,209
8572,255
1019,2124
1019,212
1019,2367
1019,9018
9145,194
9145,222
9145,78
9145,561
9145,321
9145,626
9145,808
9145,399
9145,1410
9145,3229
9145,4240
9145,8640
9145,4728
9145,1598
9145,6078
9145,5861
9145,7635
9145,5041
9145,7208
9145,5858
9145,5665
9145,7748
6294,1039
6294,197
9176,121
9059,2724
1339,5625
9165,98
2900,1481
7152,251
2218,620
6006,1011
9257,101
9257,1167
9289,82
9289,236
9289,398
35,198
8805,5723
9329,236
9329,38
9329,66
9329,89
1887,1999
9125,4638
3786,597
9360,111
9360,261
9360,11
9360,54
9360,741
9360,616
9360,1796
9360,1916
9382,38
8805,4643
9330,1460
9330,2250
9330,2279
9403,89
9403,877
9403,371
3222,1557
4795,6154
2218,5587
2218,7898
5950,723
9474,33
9474,57
9474,86
9474,209
9474,82
9474,550
9474,412
9474,1131
9474,4189
9474,2247
9474,6173
9474,127
9474,916
9474,1216
9474,5378
8370,592
8370,98
1019,2085
9489,23
9489,283
9489,1060
9489,1144
9399,77
9399,3356
9399,229
9399,265
9399,287
9399,97
9399,255
9399,160
9399,561
9399,718
9399,1094
9399,493
9399,195
9489,1529
9489,819
9489,1434
7805,3340
9526,142
9526,8
9526,2247
9526,323
9526,727
9526,1316
9526,16
9526,108
9489,3844
1019,4932
1019,1978
1019,754
9489,3219
9489,8474
9489,495
9489,167
9526,315
9672,249
9672,45
9672,5556
9698,35
9698,916
9698,181
9698,574
9698,495
9698,284
9698,8438
9700,94
9700,109
9700,33
9700,11
9700,101
9700,127
9700,398
9700,508
9700,108
9700,104
8460,7898
8460,3631
8403,559
8403,1214
8403,1073
8403,337
8403,1986
8403,174
8403,8973
8403,2440
8403,395
8403,451
8403,2284
9747,2561
9747,1184
4490,142
4490,1873
9526,195
9752,47
9752,233
9771,753
9771,6411
9771,4874
9771,3207
9771,2229
9771,3555
9771,4369
9771,2481
9771,3782
9771,1570
6006,4508
9797,1910
2940,754
9830,71
9830,121
9830,76
9830,44
9830,13
9841,834
9841,56
9841,52
9841,49
9841,4
9841,50
9841,5
9841,57
9841,33
9841,261
9841,15
9841,101
9841,53
9841,38
9841,76
9841,44
9841,198
9841,132
9841,461
9841,1592
9841,3767
9843,255
9843,7463
9843,1150
9843,2601
9841,538
9841,1434
9841,3387
8302,17
2940,4612
368,2079
368,2757
9841,1396
9841,3175
9841,1779
9841,9978
9841,4159
9808,1290
9808,47
9808,587
9808,919
9808,417
9808,273
9808,129
9808,476
9808,736
9808,119
9808,94
9808,559
9808,436
9808,264
9808,284
9808,1878
9808,6756
1484,516
1484,100
9526,2368
9896,115
9896,111
9896,81
9809,1969
9896,1238
1019,31
1019,2455
9971,53
9971,38
9971,44
9971,66
9971,89
9971,272
9971,48
9971,371
9971,276
9971,400
9971,75
9971,1039
9971,499
9971,160
9971,471
9971,229
9971,113
9971,361
9971,413
9971,387
9971,529
9971,265
9971,264
9971,770
9971,879
9971,468
8302,65
9986,35
9986,101
9986,57
9986,100
9986,92
9986,55
9986,2229
9986,2255
9986,3555
9986,1078
9986,3598
9986,3546
9986,8598
9986,9960
9986,2233
9986,284
9986,4356
9986,574
9986,2371
9986,104
9990,2698
9990,1055
9990,1310
9990,426
9990,483
9990,213
9990,1957
9990,442
9990,3076
9990,408
7678,523
7678,2257
7678,1084
7678,179
7678,178
7678,782
2218,87
8302,1888
9971,383
9841,8096
1339,81
5629,1025
5629,718
4934,98
1677,1670
2918,869
10120,917
10120,1003
5950,3585
1339,1640
10120,819
8302,1640
5636,1055
6006,1068
10228,1365
10228,733
10228,4192
10228,3889
10228,244
10228,6366
10228,9038
10228,1908
10228,2671
8278,4162
10249,53
10249,137
5624,303
10256,100
10256,115
10256,47
10256,16
10256,211
10246,4509
9896,6729
1339,591
10246,239
10256,1806
10256,9516
1019,104
1019,867
2283,1739
8302,291
2283,66
2283,131
1339,2371
3887,1928
10402,122
10402,386
10402,1715
173,1344
10422,202
10422,223
10422,593
10422,1591
10422,5661
10422,9424
10422,8893
10422,3536
10422,1431
10422,4279
10422,4125
10422,3415
10457,1060
6683,550
6683,2790
9990,4845
9990,887
8519,393
8302,81
10111,956
10111,1168
10561,246
10561,449
10561,643
10561,491
10561,783
10561,814
10561,805
10561,927
10561,2072
10570,38
10570,46
9595,129
9595,867
10579,181
10579,92
10579,127
10579,53
10579,44
10579,89
10579,869
10579,1969
10579,6636
10579,1087
10579,5146
10579,6825
10579,2960
10579,5500
10579,3669
10579,9292
10579,7848
10589,400
10579,255
5379,870
5379,516
5379,255
10610,113
10610,398
10610,550
10610,40
10610,316
10610,1021
6634,1316
10120,881
9489,8018
9595,895
10561,224
10561,600
10561,945
7674,1176
7674,4131
10246,733
9919,1969
9919,9624
9841,441
10691,6216
10662,960
10610,472
8302,591
10246,100
10751,35
10751,115
10751,398
10751,13
10751,442
4891,16
4891,53
4891,345
4891,447
4891,258
4891,189
4891,4
4891,37
4891,80
10760,194
10760,508
10760,70
8302,504
8302,216
9896,31
8454,718
5379,2051
5624,291
4795,1571
9595,816
1533,104
1533,181
1533,416
1533,1411
1354,16
1354,758
10921,94
10921,35
10921,65
10921,109
10921,40
10921,261
10921,26
8572,213
10953,1892
10953,3210
10953,3321
10953,1624
10953,3085
10953,3387
10953,7749
10953,4582
10953,1832
10953,9754
10953,1333
10953,238
10953,3572
10953,870
10953,2680
10953,3556
10953,3488
10953,5081
10953,5180
10953,2255
10953,316
4490,1441
2469,211
9747,4920
9747,1481
9747,869
10988,1491
10988,186
10988,1735
10988,1485
11030,4
11030,8
11030,32
11030,28
11030,121
11030,261
11030,62
11030,70
3246,687
9809,489
10228,282
10228,754
1019,1136
1019,217
2218,48
3621,38
11164,432
11164,360
3621,3406
3621,47
11214,101
11214,94
11214,103
11214,109
11214,181
11214,92
11214,127
11214,62
11214,53
11214,89
11214,272
11214,54
11214,400
11214,442
11214,64
8302,5910
8608,653
8608,5175
10228,3997
10228,5613
11263,66
11263,89
11263,67
11272,258
11272,47
11272,46
11272,4509
11263,687
11317,19
11317,43
11317,54
11317,1114
11317,5292
7004,140
8833,9625
11340,3149
11340,1234
11351,761
11351,616
11351,1057
11351,4636
11351,2849
11351,10
11317,73
11408,181
11408,236
11408,10
11408,43
11408,76
11408,66
7760,261
7760,58
7760,233
10944,4887
9808,291
9808,195
9808,557
9808,925
11285,2299
11285,3298
11285,5067
11285,5960
11285,988
11285,562
9251,3092
11527,743
11421,426
145,2051
145,212
145,268
145,534
145,2498
145,1083
11421,187
11421,1398
11421,781
11421,2077
11588,365
11588,66
11588,103
11588,63
11588,109
11588,229
11588,35
11588,89
11588,47
11588,46
11588,48
11588,173
11588,129
11588,68
11588,1214
11588,620
11588,476
11588,520
11588,472
11588,427
11588,1597
11588,1367
11588,483
11588,518
3222,7779
8302,104
9089,323
11644,2657
11644,101
7065,2736
1307,1275
8302,9900
9830,5412
8302,10
3222,2464
3222,129
2331,2451
2331,828
11285,457
10792,6956
10792,8575
9403,2423
1440,6634
1440,1676
11214,3208
9089,94
9089,213
9089,162
9089,485
11214,1038
9089,341
11214,388
11829,16
11829,558
11829,572
11829,268
11829,205
9403,481
11829,7598
2218,6752
9896,1557
11854,86
11854,266
11854,367
11854,272
11868,62
11868,637
11868,868
11868,70
11421,268
11421,6364
11421,8716
11421,270
11885,13
11885,55
11885,816
11885,104
11885,476
11885,225
11885,1084
11885,2403
11885,1393
11885,1664
8669,4454
8669,3070
8669,7247
8669,3156
8669,1205
3827,885
3827,934
9399,189
9399,793
9399,386
9399,868
9399,2315
9399,1253
9399,486
9399,1061
11911,10
11911,43
11911,66
11911,70
11911,741
11911,777
11911,119
11911,937
11911,196
11911,715
11911,341
11911,68
5909,47
5909,430
5909,87
5909,5978
8345,31
8345,195
8345,613
8345,831
2218,6458
2218,424
11957,45
11921,654
11921,401
11921,1214
11921,2559
11921,7668
11921,3106
11921,1184
11921,3763
11921,718
11921,287
10792,3992
11997,766
12002,181
12002,400
12002,2441
12009,67
12009,1101
12009,291
7523,80
11985,3477
11985,3283
9251,20
5909,178
10120,4571
10691,1061
2218,4520
3827,407
12135,114
12145,7065
12145,7525
9251,4426
12193,87
12193,36
12193,271
12193,265
12193,650
12193,485
12193,225
12193,425
12193,479
319,666
319,718
6690,440
6690,2068
6690,4842
6690,7407
6690,9506
6690,4292
6690,3593
7260,642
10008,35
10008,101
10008,94
10008,11
10008,398
10008,272
10008,137
10008,400
10008,22
10008,85
10008,33
10008,442
1761,2035
11957,440
11957,4846
11957,2
7152,4370
12361,592
12361,426
12361,374
12361,256
12361,195
12361,408
12361,474
12361,1503
12361,98
12361,1319
12361,484
12361,231
12361,2517
12361,1011
12361,6383
12361,439
12361,5794
12361,140
12372,57
12373,741
12373,76
12373,53
12395,45
12417,100
12442,109
12442,82
12466,4047
12466,377
12466,917
12466,113
12466,289
12466,485
12466,178
12466,2958
12474,35
12474,179
12474,1
12474,1055
12474,369
12474,408
12474,1021
12474,4468
12474,316
12466,1384
12474,4189
12474,1944
12474,2440
12474,856
12474,3311
12466,3048
11957,9384
11957,2863
8454,1797
9089,1191
9089,3541
9089,489
9089,1367
9089,2026
10885,211
10885,1344
12526,484
12526,1051
12526,901
12526,9403
12526,1821
12526,1959
12526,2138
12526,1107
12526,791
12526,344
8608,137
5109,3642
11421,5636
11421,3131
11421,9517
7004,201
1339,1738
9595,467
9595,2000
9509,3090
9509,95
8572,16
6660,396
7523,4108
7523,925
7523,58
7523,587
7523,828
7523,192
7523,2309
7523,225
7523,1851
7523,654
7523,435
6808,1024
8749,2708
12710,1201
12710,638
12710,6012
12710,1851
12710,47
3222,126
3222,442
3222,1142
12761,94
12761,83
12761,109
12761,194
12761,100
12761,177
7430,554
368,8007
8440,33
8510,1758
12285,440
12009,124
12009,2761
12009,732
12009,440
12009,8673
12009,1317
12009,2819
12009,22
12840,956
12840,101
12840,490
12840,344
12840,447
12840,1114
12840,448
6840,17
10110,20
8626,3928
3887,471
3887,522
12946,83
12930,255
10110,9013
6071,7167
6294,124
9595,231
5357,8007
12372,198
12930,982
12930,173
12930,929
12930,4885
12930,7469
12930,47
12930,103
13035,177
13035,83
13035,38
13035,35
13035,46
13035,181
13035,62
13035,184
13035,40
13035,2732
439,734
11226,1087
11226,3038
13084,6559
13084,1309
12623,930
12623,3504
11854,2098
13095,20
13095,2259
13095,1319
13095,927
13095,1238
13112,1381
13112,284
13112,592
13112,380
13095,2440
13137,71
13137,109
13137,194
13137,35
13137,33
13137,111
13137,92
13137,398
13137,442
13137,400
13137,276
11214,2147
11588,951
11588,1135
11073,309
13035,1561
13035,256
13035,1435
13035,1084
13035,346
12372,9225
13189,83
13189,109
13189,398
6634,3048
13195,2097
13203,1084
13203,825
13203,1406
13203,1537
13203,716
13203,1459
13203,7001
13203,683
13203,3119
13203,552
13203,2870
13203,1414
13203,7002
13203,4427
13203,7918
13203,1051
13203,1436
13203,3943
13203,955
13203,1063
13195,2230
13195,1679
11214,711
4735,1682
12815,101
12262,3795
11836,1050
5950,401
13353,101
13353,71
13353,115
13353,60
13353,73
13353,258
13353,256
13353,658
13305,1005
13305,306
13305,495
13305,47
13305,40
13305,743
13305,417
13305,31
13305,66
13305,38
13305,2051
13305,2581
13305,127
13305,484
13305,1124
13305,372
13305,2980
13305,344
13305,2534
4795,467
13361,153
13361,231
12840,25
12840,21
12840,4080
12840,5155
12840,6746
12840,2757
13203,421
13203,1192
13407,3338
13407,38
13407,31
13353,440
13353,208
13353,4192
13353,5925
13353,3443
13353,93
13353,40
12930,231
13163,1916
12710,463
12710,183
12710,516
13353,2878
13353,654
13353,291
13353,775
13353,54
13353,802
2900,41
2900,197
11836,3238
2665,81
5759,758
5759,398
5759,131
5759,304
13580,2630
13580,1936
13580,369
13580,55
13580,2943
13580,2953
13580,8340
13580,124
13580,396
13580,1655
13580,4347
13580,421
7453,1520
13599,1201
13599,376
13599,60
13599,1039
13629,284
13629,2852
9403,3180
13520,272
13520,300
13520,2630
13520,2543
13520,1509
13520,2403
13520,7918
13520,1334
13520,1300
13520,828
13520,2875
13520,3038
13520,2481
13520,2738
13520,3613
13520,7259
13378,9966
13378,641
13378,602
13378,542
13378,347
13378,283
13739,3273
13739,2447
12710,309
12710,351
12710,319
12710,3496
12710,294
12710,4816
12710,1667
13100,3309
13794,50
13794,38
13794,261
13794,82
2838,5141
10133,40
13853,516
7760,55
7760,47
13853,368
13378,988
13879,7609
13879,291
13826,9280
1294,2000
1294,7520
1294,1316
13925,100
13925,33
13925,31
8519,632
2047,4538
13954,4970
13954,3805
13378,6828
12372,547
11836,1192
11836,351
11836,1585
11836,525
7005,4546
7004,2085
13853,6693
10537,1064
13019,2622
2047,771
12930,951
14136,217
14136,31
14136,177
14136,436
13629,314
13629,2098
13629,405
13629,47
13629,22
14149,5609
6808,153
14177,4
14177,8
14177,100
14177,118
14177,121
14177,28
14177,42
14177,101
14177,92
14177,127
14177,398
14177,55
14177,70
14177,75
13378,6353
13629,124
2838,186
2838,312
2838,642
2838,148
2838,397
2838,413
2838,1144
2838,2136
2838,1020
2838,1156
2838,561
2838,860
14205,498
14205,177
14205,461
14205,272
6660,231
6660,417
13274,3411
14293,118
10907,94
10907,103
10907,127
10907,508
14316,5072
14316,4502
14316,6604
14316,5045
12710,39
12710,110
12710,135
12710,165
14357,503
14357,1520
14357,2931
14357,1121
14357,561
14357,479
14357,119
14357,736
13381,997
13381,7357
13381,9119
13381,3729
13381,816
13381,7513
13381,639
12005,192
12005,1335
12005,1479
12005,74
12005,4926
14016,1177
6071,3946
9733,111
11239,6266
11239,9013
13925,1421
6567,1084
14546,1201
14546,197
14546,527
14575,65
14575,194
14582,883
14582,2013
14582,782
14582,629
14582,1845
14582,3141
14585,48
14585,113
14585,33
14585,217
14585,642
14585,1316
14585,688
14603,16
14603,304
14603,4520
14603,3581
14603,495
6660,3238
14635,14
14635,65
14635,94
14635,71
14635,83
14635,103
14635,109
14635,194
14635,115
14635,1184
14635,323
11836,4624
14644,4492
14644,16
14644,94
14644,122
14644,98
14644,212
14644,17
14644,129
14644,140
14644,20
14644,457
14644,148
14644,312
14644,494
14644,523
14644,222
14644,611
14644,1582
14644,590
14644,1255
14644,908
14644,840
14644,715
14644,672
14644,2403
14644,1184
14644,628
14644,1282
14644,1509
14644,35
14644,55
14644,369
14644,826
14644,586
14644,214
14644,1073
14644,1064
14644,114
14468,595
14654,7771
14654,1597
3009,895
3009,187
7005,2630
10111,442
10111,362
3009,7687
3009,254
3009,2294
3009,880
2649,461
14316,985
14746,57
14746,127
14746,1839
14746,4836
1037,757
14746,2953
14746,106
14746,2322
14746,186
14746,1942
14746,2206
14746,8974
14585,67
14585,45
14585,60
14585,273
14585,124
14746,2980
14746,2738
3009,7691
14817,46
14817,6012
13629,36
14830,5
14830,50
14830,101
14830,94
14830,29
14830,28
14830,58
14830,79
14830,83
14830,103
14830,109
14830,194
14830,57
14830,121
14839,5
14839,65
14839,103
14839,181
14839,92
14839,398
14839,508
14839,13
14841,121
14841,8352
10907,480
14860,179
14860,8
14746,6287
14205,48
14205,715
14205,132
14205,1714
14205,848
14205,1949
14205,130
14205,3387
14205,3079
14205,471
14238,35
14238,115
14238,3546
14890,72
14890,288
14890,46
14890,63
14890,1041
14890,772
14890,3002
14890,4273
14890,577
14898,5070
14898,2742
14898,398
14898,208
14585,638
14898,46
14929,35
14746,1007
14746,1579
14929,4782
14929,5352
14929,188
14929,1682
14817,139
14936,430
14936,126
14936,330
14936,371
14936,2041
14936,8323
14936,697
14936,9723
4289,672
8302,1311
6915,1216
6915,124
6915,4413
14987,115
14987,92
6915,6884
15010,493
15010,1302
15010,67
15010,51
15010,55
15010,153
15010,134
15010,16
15010,98
15010,140
15010,309
15010,3451
15010,5527
15010,1256
15010,1025
15010,224
15010,1745
15010,876
15020,338
15020,677
15020,3129
15020,3603
15037,1255
15020,930
15020,325
6915,60
6915,592
6915,468
6915,357
7801,410
7801,408
2331,106
15102,442
15102,176
15102,488
15102,553
15102,1248
15102,703
15102,441
7005,368
14986,323
14986,3792
15254,2844
15254,697
15254,421
15267,7918
15267,476
15267,130
15267,1435
15254,47
15254,427
15254,723
15254,9065
15254,2128
14603,9506
14841,3512
15102,785
15102,5443
14192,2681
14192,4050
14372,233
8572,2710
8572,3729
15543,97
15543,118
15543,272
13084,775
13084,39
9195,89
9195,312
9195,1257
15494,2156
15604,98
15650,137
15650,272
15650,4872
15650,1031
15650,3764
15650,405
15650,1041
15650,1090
15650,3085
15650,484
15650,317
15650,1204
15650,16
15650,2284
15054,188
7580,2363
10133,5989
173,6471
9896,723
10335,968
15813,14
15813,32
15813,261
15813,82
15813,38
15813,48
15813,65
10792,4596
15864,35
15864,101
15864,103
15864,100
15864,48
9896,20
9896,1088
15889,929
15889,956
15889,365
15935,94
15935,508
15935,127
9896,106
3005,1316
3005,216
3005,212
3005,1238
6054,101
6054,94
2218,438
2218,185
2218,51
15494,10
15494,63
15494,47
15494,104
15494,653
14841,1256
15037,291
10376,75
10792,1394
10792,1450
10792,210
14654,291
15727,187
15727,519
15727,781
15727,1398
16129,7609
16129,1576
16129,5149
16129,441
16129,139
16129,584
16129,195
16129,321
16129,906
16129,4827
16129,1403
16129,1722
16129,283
16129,1833
13745,688
16129,5520
16166,4272
16166,8957
16166,8195
16166,200
16166,1571
16166,1955
16166,9232
16166,139
16177,360
16177,1108
16177,122
16177,417
16177,4684
16166,1576
14074,1854
12095,291
12095,1744
12095,5404
12095,7135
12095,195
12095,272
6715,300
5759,1523
5759,1531
5759,351
5759,294
5759,525
5759,2987
14940,429
14940,360
14940,371
16275,2015
16275,483
11920,329
11920,7734
9787,2314
9787,2133
9787,2374
9787,231
9787,1851
11920,2114
11920,1024
11920,291
11920,421
9787,333
11920,1115
11920,1441
11920,8618
10921,2704
10921,156
10921,269
10921,67
16285,142
12166,421
12166,3757
12166,300
13134,932
13134,2318
13134,396
13134,4692
14620,840
14620,311
16344,4845
16344,913
16344,7942
16344,2744
16344,4272
16344,2459
16344,5657
16344,7060
16344,7677
16344,7894
16344,1485
16344,31
16344,491
16344,394
16344,322
16344,620
16344,3728
16344,3543
16344,92
16344,1115
16344,9193
16344,9957
16344,1749
16344,674
16344,615
16344,759
16344,210
16344,246
16344,369
14293,148
14293,758
14293,397
16346,31
16346,1021
16346,46
16346,122
16346,1
16346,3933
13182,1696
13182,1335
13182,1050
13182,433
13182,4995
13182,6968
13182,2819
14867,329
14867,8080
14867,961
14867,225
14867,63
14867,1161
14867,39
14867,312
14867,282
14867,1
14867,4580
14867,3709
14867,3919
14867,35
14867,325
14867,3718
14867,490
16346,560
16346,62
16346,377
16346,33
16346,16
13182,729
13182,1917
14860,2115
14860,8754
14860,31
14860,1
14860,1309
14860,315
15856,4622
13182,3175
5357,6012
5115,1689
13697,8536
6054,185
6054,4078
6054,210
15864,1114
15864,7297
15864,4043
16421,7
16421,39
16421,135
16421,508
16421,2145
16421,2424
16421,5292
16421,8693
16421,421
16421,870
16421,7245
16421,208
16421,9552
16417,1077
16417,1332
16417,815
16417,3254
16417,239
14205,559
15494,1155
15494,1356
10133,4599
16417,2098
16417,2770
16417,3133
16417,4517
16417,5330
16417,7338
14293,2114
4821,522
16642,3325
16662,6601
8315,2268
8315,1216
8315,2499
8315,1073
3040,522
3040,5037
3040,3557
3040,8470
3040,9991
3040,8016
3040,4723
3040,5933
3040,9386
3040,3010
3040,8280
3040,8572
3040,2418
3040,381
3040,4640
3040,7770
9896,743
173,265
16786,6508
16786,1055
16786,65
16786,547
16786,1158
16786,1581
16786,32
16786,131
16786,413
16786,1622
16786,5783
14654,144
15856,3523
15856,6012
15856,124
15856,638
15856,697
15856,323
15856,662
15856,231
15856,47
15856,1845
15856,523
15856,557
15856,1509
16810,482
16858,45
16858,249
16858,2945
16858,196
16858,35
16859,2704
16859,3238
16859,1004
16858,28
16859,139
16859,5032
16859,60
16859,258
16859,231
16859,697
16859,445
16859,473
16859,3757
16859,217
16859,397
16859,379
16859,421
16859,771
16662,1019
16662,1191
16899,727
16899,413
16899,4586
16904,150
16904,261
16904,67
16904,268
16904,35
16904,7
16904,223
16904,47
16904,31
16904,300
16904,3724
16904,179
16904,800
16904,968
16904,3556
16904,916
2324,6520
16913,2761
16904,269
16904,136
16904,517
16904,212
16904,764
5461,3002
5461,162
5461,67
5461,665
5461,241
5461,139
5461,6413
16941,173
16941,133
16941,829
16941,997
16941,39
16941,7507
14594,8370
17000,5199
17000,561
17000,4650
17000,594
17000,417
17000,697
17000,6353
17010,124
17009,792
17010,421
17010,273
17010,771
17009,150
17009,148
17009,1710
17009,1976
17009,1449
17009,1272
17009,973
17009,4039
17009,299
17009,922
17009,1188
17009,1025
